name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,health_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance,category,state,company_rank
Maxim Integrated,Electrical & Electronic Manufacturing,17,2,1000.0,1600.0,134.0,285.0,362.0,https://www.maximintegrated.com/,Public,6,"San Jose, CA",1983.0,0.58,0.15,0.26,3.1,3.8,4.0,8,1,1,1,1,1,1,1,0,0,0,0,0,1,5,0,1,1,1,1,0,1,0,0,4,1,0,0,1,0,0,0,1,1,0,4,1,1,1,0,0,1,6,1,0,1,1,0,0,1,0,1,1,0,3,0,1,1,0,1,Manufacturing, CA,1
BorgWarner,Transportation Equipment Manufacturing,24,3,681.0,802.0,237.0,92.0,216.0,https://www.borgwarner.com/,Public,7,"Auburn Hills, MI",1928.0,0.76,0.11,0.13,2.6,4.2,4.0,12,1,1,1,1,0,1,1,1,1,1,1,1,1,3,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,1,Manufacturing, MI,1
Proforma,Advertising & Marketing,2,1,273.0,118.0,69.0,15.0,57.0,https://www.proforma.com/,Private,4,"Independence, OH",1978.0,0.62,0.08,0.31,2.4,4.3,3.8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Business Services, OH,0
Home City Ice,Food & Beverage Manufacturing,22,1,212.0,216.0,13.0,26.0,26.0,https://www.homecityice.com/,Private,3,"Cincinnati, OH",1924.0,0.63,0.04,0.33,1.4,2.7,4.0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, OH,1
Dewberry,Architectural & Engineering Services,16,1,203.0,702.0,446.0,36.0,64.0,https://www.dewberry.com/,Private,3,"Fairfax, VA",1956.0,0.67,0.08,0.25,2.7,2.8,4.0,8,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Business Services, VA,1
Nationwide Children's Hospital,Health Care Services & Hospitals,6,3,600.0,1000.0,1100.0,119.0,289.0,https://www.nationwidechildrens.org/,Nonprofit Organization,5,"Columbus, OH",1892.0,0.64,0.14,0.22,2.7,3.3,3.9,12,1,1,1,1,1,1,1,1,1,1,1,0,1,4,1,1,1,0,1,0,0,0,0,7,1,0,1,0,1,1,1,0,1,1,4,1,1,1,0,0,1,5,1,0,1,1,0,0,1,0,1,0,0,4,1,1,1,0,1,Health Care Services & Hospitals, OH,1
Chobani,Food & Beverage Manufacturing,6,1,161.0,306.0,34.0,37.0,37.0,https://www.chobani.com/,Private,5,"Norwich, NY",2005.0,0.49,0.22,0.3,3.1,4.1,3.9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Manufacturing, NY,1
Berkadia,Real Estate,61,1,289.0,209.0,50.0,75.0,135.0,https://www.berkadia.com/,Private,1,"New York, NY",2009.0,0.55,0.21,0.24,2.8,4.0,3.9,6,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,3,0,1,1,0,1,Real Estate, NY,1
TRUMPF,Industrial Manufacturing,6,3,275.0,204.0,380.0,43.0,29.0,https://www.trumpf.com/s/career,Private,6,"Ditzingen, Germany",1923.0,0.67,0.12,0.21,2.6,3.8,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, Germany,1
ServiceTitan,Computer Hardware & Software,3,1,223.0,317.0,152.0,200.0,53.0,https://www.servicetitan.com/,Private,1,"Glendale, CA",2013.0,0.67,0.24,0.1,2.9,4.4,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, CA,1
Cepheid,Biotech & Pharmaceuticals,6,1,263.0,546.0,635.0,87.0,83.0,https://www.cepheid.com/,Public,4,"Sunnyvale, CA",1996.0,0.52,0.26,0.21,2.8,3.5,3.9,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,0,1,0,1,1,1,1,1,0,3,0,0,1,0,1,0,0,0,0,1,4,1,1,1,0,0,1,4,0,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,1,Biotech & Pharmaceuticals, CA,1
Chevron Phillips Chemical,Chemical Manufacturing,10,2,260.0,329.0,6.0,91.0,97.0,https://www.cpchem.com/,Private,8,"The Woodlands, TX",2000.0,0.77,0.07,0.16,2.8,4.2,4.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Manufacturing, TX,1
Western Governors University,Colleges & Universities,10,2,862.0,1200.0,57.0,305.0,279.0,https://www.wgu.edu/,Education,4,"Salt Lake City, UT",1997.0,0.52,0.26,0.23,2.6,3.9,3.9,10,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,1,Education, UT,1
Baker Tilly US,Accounting,29,1,586.0,1500.0,8.0,210.0,87.0,https://www.bakertilly.com/,Private,3,"Chicago, IL",1931.0,0.66,0.15,0.19,2.6,4.1,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accounting & Legal, IL,1
Cloudera,Enterprise Software & Network Solutions,37,1,562.0,597.0,369.0,419.0,213.0,https://www.cloudera.com/,Public,3,"Palo Alto, CA",2008.0,0.69,0.22,0.1,3.1,4.1,4.0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,3,1,1,0,0,0,0,1,0,0,0,4,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, CA,1
Otter Products,Consumer Products Manufacturing,4,1,334.0,286.0,41.0,53.0,145.0,https://www.otterproducts.com/,Private,1,"Fort Collins, CO",1998.0,0.51,0.25,0.24,2.5,4.1,4.0,11,1,1,1,1,1,0,1,1,1,0,1,1,1,4,0,1,1,0,1,0,0,0,1,7,1,1,0,0,1,0,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,0,0,1,0,1,0,0,3,0,1,1,0,1,Manufacturing, CO,1
Stifel Financial,Investment Banking & Asset Management,10,2,423.0,774.0,91.0,120.0,88.0,https://www.stifel.com/,Public,6,"Saint Louis, MO",1890.0,0.57,0.18,0.25,2.8,3.2,3.9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance, MO,1
Impetus Technologies,Computer Hardware & Software,8,1,570.0,284.0,28.0,143.0,130.0,https://www.impetus.com/,Private,1,"Los Gatos, CA",1991.0,0.54,0.33,0.13,3.2,4.0,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, CA,1
University of North Dakota,Colleges & Universities,1,1,232.0,599.0,213.0,24.0,46.0,https://www.und.edu/,Education,3,"Grand Forks, ND",1883.0,0.91,0.09,0.09,2.5,4.0,4.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,Education, ND,1
Digital Federal Credit Union,Banks & Credit Unions,28,1,180.0,223.0,58.0,37.0,47.0,https://www.dcu.org/,Nonprofit Organization,3,"Marlborough, MA",1979.0,0.64,0.28,0.08,2.5,4.4,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance, MA,1
"Skadden, Arps, Slate, Meagher & Flom",Legal,9,1,346.0,711.0,0.0,100.0,78.0,https://www.skadden.com/,Private,4,"New York, NY",1948.0,0.65,0.09,0.26,2.8,4.5,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accounting & Legal, NY,1
FLIR,Electrical & Electronic Manufacturing,19,1,266.0,373.0,110.0,53.0,79.0,https://www.flir.com/,Public,5,"Wilsonville, OR",1978.0,0.72,0.11,0.17,2.8,4.0,3.9,4,1,1,1,0,0,0,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,Manufacturing, OR,1
Thrivent,Insurance Carriers,25,2,642.0,710.0,752.0,157.0,252.0,https://www.thrivent.com/,Nonprofit Organization,7,"Minneapolis, MN",1902.0,0.56,0.28,0.16,2.7,4.0,3.9,4,1,1,0,0,0,1,0,1,0,0,0,0,0,5,1,1,1,0,1,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,5,1,1,1,0,0,1,0,0,1,0,0,2,0,1,1,0,0,Insurance, MN,1
Honda,Transportation Equipment Manufacturing,20,3,1900.0,1100.0,14.0,247.0,357.0,https://www.honda.com/,Public,8,"Tokyo, Japan",1948.0,0.66,0.14,0.2,2.8,4.0,4.0,6,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,3,1,1,1,0,0,Manufacturing, Japan,1
LSI,Electrical & Electronic Manufacturing,12,3,648.0,1500.0,11.0,142.0,113.0,https://www.lsi.com/,Subsidiary or Business Segment,3,"San Jose, CA",1981.0,0.77,0.08,0.15,2.9,3.9,3.9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,Manufacturing, CA,1
Ares Management,Investment Banking & Asset Management,28,1,150.0,199.0,23.0,36.0,51.0,https://www.aresmgmt.com/,Public,2,"Los Angeles, CA",1997.0,0.61,0.19,0.19,3.1,4.5,3.8,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance, CA,0
Maxar Technologies,Aerospace & Defense,25,2,250.0,648.0,394.0,35.0,23.0,https://www.maxar.com/,Public,6,"Westminster, CO",1952.0,0.51,0.37,0.11,2.8,4.3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aerospace & Defense, CO,1
CDM Smith,Consulting,25,2,538.0,1100.0,407.0,98.0,180.0,https://www.cdmsmith.com/,Private,5,"Boston, MA",1947.0,0.66,0.22,0.13,2.4,4.2,4.1,8,1,1,1,1,0,1,0,1,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,6,1,1,1,0,0,0,1,0,1,1,0,3,0,1,1,0,1,Business Services, MA,1
Louis Dreyfus Company,Food Production,5,3,729.0,171.0,20.0,106.0,192.0,https://www.ldc.com/,Private,8,"Rotterdam, Netherlands",1851.0,0.64,0.13,0.23,2.9,3.8,4.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agriculture & Forestry, Netherlands,1
Diversant,Staffing & Outsourcing,13,1,374.0,663.0,16.0,58.0,88.0,https://www.diversant.com/,Private,3,"Red Bank, NJ",2005.0,0.58,0.33,0.09,2.6,2.4,4.0,5,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Business Services, NJ,1
Concord Hospitality,"Hotels, Motels, & Resorts",18,1,135.0,440.0,20.0,17.0,30.0,https://www.concordhotels.com/,Private,4,"Raleigh, NC",1985.0,0.59,0.24,0.18,2.1,3.7,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travel & Tourism, NC,0
FHI 360,Social Assistance,4,1,452.0,697.0,114.0,75.0,141.0,https://www.fhi360.org/,Nonprofit Organization,4,"Durham, NC",1971.0,0.56,0.18,0.26,2.9,4.3,4.0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non-Profit, NC,1
Freeman Health System,Health Care Services & Hospitals,1,1,85.0,182.0,292.0,12.0,38.0,https://www.freemanhealth.org/,Nonprofit Organization,4,"Joplin, MO",1995.0,0.75,0.08,0.17,2.7,3.9,3.7,4,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Health Care Services & Hospitals, MO,0
Timberland,"Department, Clothing, & Shoe Stores",1,2,250.0,322.0,80.0,33.0,61.0,https://www.timberland.com/,Subsidiary or Business Segment,5,"Stratham, NH",1955.0,0.82,0.06,0.12,2.5,3.9,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Retail, NH,1
Akorn,Biotech & Pharmaceuticals,7,1,108.0,258.0,59.0,19.0,33.0,https://www.akorn.com/,Private,4,"Lake Forest, IL",1971.0,0.21,0.42,0.37,2.7,3.7,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biotech & Pharmaceuticals, IL,1
American National Insurance,Insurance Agencies & Brokerages,4,1,457.0,434.0,379.0,83.0,137.0,https://www.americannational.com/,Public,6,"Galveston, TX",1905.0,0.65,0.21,0.14,2.8,2.8,4.0,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,Insurance, TX,1
FINRA,Brokerage Services,20,1,665.0,1100.0,416.0,233.0,269.0,https://www.finra.org/,Nonprofit Organization,4,"Washington, DC",2007.0,0.6,0.17,0.23,3.0,4.2,4.0,12,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,0,1,1,1,0,5,1,1,1,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1,Finance, DC,1
Owens Corning,Miscellaneous Manufacturing,25,3,658.0,958.0,220.0,176.0,237.0,https://www.owenscorning.com/,Public,7,"Toledo, OH",1938.0,0.68,0.14,0.18,2.9,3.9,3.9,8,1,1,1,1,1,1,0,0,0,1,1,0,0,4,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1,Manufacturing, OH,1
Redfin,Real Estate,25,1,811.0,892.0,832.0,534.0,292.0,https://www.redfin.com/,Public,1,"Seattle, WA",2004.0,0.58,0.25,0.17,2.7,4.1,4.0,9,1,1,1,1,0,1,1,1,1,0,1,0,0,3,0,1,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,Real Estate, WA,1
The Mosaic Company,Chemical Manufacturing,17,3,273.0,262.0,102.0,49.0,78.0,https://www.mosaicco.com/,Public,7,"Tampa, FL",2004.0,0.65,0.21,0.15,2.9,4.0,3.9,6,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,Manufacturing, FL,1
HMS Holdings,Health Care Services & Hospitals,1,1,433.0,1200.0,11.0,64.0,121.0,https://www.hms.com/,Public,4,"Irving, TX",1974.0,0.6,0.17,0.23,2.5,3.0,3.9,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,4,1,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,Health Care Services & Hospitals, TX,1
The Walsh Group,Construction,22,1,360.0,798.0,647.0,74.0,122.0,https://www.walshgroup.com/,Private,6,"Chicago, IL",1983.0,0.76,0.08,0.15,2.5,4.2,4.1,11,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,6,1,0,1,0,1,1,0,0,1,1,4,1,1,1,0,0,1,7,1,0,1,0,1,0,1,1,1,0,1,3,1,1,1,0,0,Construction, IL,1
Staten Island University Hospital,Health Care Services & Hospitals,2,2,76.0,278.0,20.0,13.0,11.0,https://siuh.northwell.edu/,Hospital,4,"Staten Island, NY",1861.0,0.67,0.08,0.25,2.4,3.4,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Health Care Services & Hospitals, NY,1
Panasonic Automotive,Electrical & Electronic Manufacturing,7,2,336.0,261.0,65.0,74.0,173.0,https://www.panasonic-automotive.com/,Subsidiary or Business Segment,6,"Peachtree City, GA",2003.0,0.75,0.1,0.15,2.6,4.1,4.0,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,0,1,1,0,1,0,0,1,0,7,1,0,0,1,1,0,1,1,1,1,5,1,1,1,1,0,1,7,1,0,1,1,0,0,1,0,1,1,1,4,1,1,1,0,1,Manufacturing, GA,1
KPFF,Construction,17,1,155.0,446.0,47.0,68.0,46.0,https://www.kpff.com/,Private,1,"Seattle, WA",1960.0,0.66,0.1,0.24,3.0,3.6,4.0,7,1,1,1,0,0,1,0,1,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,1,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,Construction, WA,1
Fitch Ratings,Financial Analytics & Research,8,1,568.0,686.0,249.0,172.0,175.0,https://www.fitchratings.com/,Subsidiary or Business Segment,3,"New York, NY",1913.0,0.53,0.19,0.28,3.0,3.7,4.0,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Finance, NY,1
Brookfield Properties,Real Estate,5,3,177.0,187.0,196.0,21.0,36.0,https://www.brookfieldproperties.com/,Private,3,"New York, NY",1920.0,0.53,0.21,0.26,2.7,4.1,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Real Estate, NY,1
Michael Baker International,Architectural & Engineering Services,25,1,366.0,1100.0,480.0,76.0,96.0,https://www.mbakerintl.com/,Private,5,"Pittsburgh, PA",1940.0,0.7,0.11,0.19,2.3,3.7,3.9,8,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,1,Business Services, PA,1
ReachLocal,Advertising & Marketing,14,1,864.0,596.0,0.0,173.0,161.0,https://www.reachlocal.com/,Subsidiary or Business Segment,4,"Woodland Hills, CA",2003.0,0.61,0.23,0.16,2.7,3.7,3.9,6,1,1,1,1,0,1,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Business Services, CA,1
L Brands,"Department, Clothing, & Shoe Stores",3,3,1000.0,1400.0,109.0,204.0,295.0,https://www.lb.com/,Public,8,"Columbus, OH",1963.0,0.61,0.16,0.23,2.6,4.0,3.9,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,Retail, OH,1
Bottomline Technologies,Computer Hardware & Software,4,1,421.0,289.0,252.0,85.0,124.0,https://www.bottomline.com/,Public,3,"Portsmouth, NH",1989.0,0.45,0.36,0.19,2.8,3.9,4.0,5,1,0,1,0,0,1,0,1,0,0,1,0,0,3,0,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, NH,1
HOK,Architectural & Engineering Services,14,1,302.0,765.0,38.0,60.0,55.0,https://www.hok.com/,Private,3,"Saint Louis, MO",1955.0,0.61,0.12,0.26,2.9,4.1,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Business Services, MO,1
Big Y Foods,Grocery Stores & Supermarkets,2,3,497.0,550.0,1100.0,57.0,64.0,https://www.bigy.com/,Private,6,"Springfield, MA",1952.0,0.82,0.05,0.12,1.8,3.6,3.9,6,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Retail, MA,1
Richmond American Homes,Real Estate,22,1,366.0,386.0,137.0,69.0,91.0,https://www.richmondamerican.com/,Subsidiary or Business Segment,1,"Denver, CO",1977.0,0.64,0.18,0.18,2.7,3.9,3.9,5,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Real Estate, CO,1
Federal Reserve Bank (NY),Financial Analytics & Research,6,1,338.0,658.0,84.0,105.0,178.0,https://www.newyorkfed.org/,Private,8,"New York, NY",1914.0,0.55,0.18,0.28,2.9,4.6,4.0,7,1,1,1,1,0,1,0,0,0,1,0,1,0,4,1,1,1,0,1,0,0,0,0,6,1,1,0,1,0,0,1,1,1,0,4,1,1,1,0,0,1,6,1,0,1,1,1,0,0,0,1,0,1,4,1,1,1,0,1,Finance, NY,1
Clark Construction Group,Construction,15,1,410.0,951.0,68.0,133.0,118.0,https://www.clarkconstruction.com/,Private,6,"Bethesda, MD",1906.0,0.82,0.07,0.11,2.6,4.1,4.0,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,0,1,1,0,1,0,0,0,1,5,1,0,0,0,1,0,1,1,1,0,4,1,1,1,0,0,1,5,0,0,1,1,0,0,1,1,1,0,0,5,1,1,1,1,1,Construction, MD,1
SanMar,Consumer Products Manufacturing,9,1,235.0,234.0,46.0,41.0,54.0,https://www.sanmar.com/,Private,5,"Issaquah, WA",1971.0,0.63,0.22,0.15,2.5,4.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manufacturing, WA,1
